,avg_salary,company,rating,job title,location,job description,company_type,company_sector,company_industry,age,title,python,spark,Machine Learning,phd,master,min_salary,max_salary
142,55.0,Air France-KLM,4.1,DATA ANALYST SUPPLY CHAIN H/F,Roissy-en-France,"La mission s'articule autour de deux axes principaux:
Construction d'outils de visualisation de données :
Ces outils devront être adaptés aux besoins des différents acteurs Ils auront vocation à permettre une mise en lumière des points forts et des axes d'amélioration de chaque tronçon de la Supply Chain. L'exploitation pourra se faire de la maille la plus fine (pilotage opérationnel) à la maille la plus large (Analyse des tendances sur le trimestre, l'année et au-delà).
Le/la titulaire du poste devra à ce titre participer à la conception des outils, en relation avec les opérationnels et les services en charge de la gestion de la donnée.

Analyse de données :
La réelle valeur ajoutée du poste (et du service Animation de la Supply Chain) réside dans la capacité à « faire parler la donnée ». Une fois les outils de mesure et les rituels d'animation mis en place, le titulaire devra analyser les tendances, les corrélations sur les flux en écart par rapport à la moyenne. Cette analyse devra se faire sur la base des données recueillies d'une part, sur la base d'une bonne connaissance des données source et de leur fiabilité d'autre part et enfin (et surtout) sur la base d'une connaissance des métiers et modes de fonctionnement de la Supply Chain.",Company - Private,Transportation & Logistics,"Airlines, Airports & Air Transportation",90,junior,0,0,0,0,0,45,65
143,55.0,NEO SOFT,4.0,Data Analyst H/F,Lyon,"time type
Temps plein
posted on
Offre publiée il y a 30 jours ou plus
job requisition id
JR100455
Qui sommes-nous?
Fédérateur de talents au service de l'excellence digitale, Néo-Soft est un Groupe indépendant de conseil en transformation digitale. Reconnu pour l’expertise de ses 1 700 consultants et ses 15 implantations dans 4 pays, nous sommes spécialisés dans 5 domaines d'expertise : - Conseil & Gestion de projet - Domaine applicatif - Systèmes & Réseaux - Cybersécurité grâce notre filiale dédiée Cogital - Data Une offre diversifiée pour accompagner nos clients tout au long de leurs projets. Animés par une forte exigence sociétale et engagés sur les enjeux environnementaux, nous nous mobilisons au quotidien pour le bien-être de nos consultants, une démarche récompensée par le label Engagé RSE et l’obtention du label Happy At Work depuis 4 ans.",Company - Private,Information Technology,Information Technology Support Services,18,junior,0,0,0,0,0,45,65
144,55.0,E.Leclerc,3.0,Data Analyst - H/F,Ivry-sur-Seine,"Mieux nous connaître
Le Mouvement E.LECLERC est un groupement coopératif dont les adhérents sont les propriétaires de magasins, soit 592 entrepreneurs, dont Michel-Edouard Leclerc est le porte-parole. Le Mouvement E.leclerc compte 133 000 collaborateurs, qui travaillent collectivement à la réussite de nos 721 magasins (hypers, supers et express), 690 Drives et 2 541 enseignes spécialisées.
L COMMERCE est l’entité digitale du Mouvement E. LECLERC. L COMMERCE conjugue les talents d’une équipe de 100 collaborateurs répartis au sein des différents Pôles tels que le Marketing Digital, le Commercial, les Opérations, les Technologies et la Finance. Ensemble, ils animent au quotidien notre site marchand www.e.leclerc.
Une start up au cœur du Mouvement !
Descriptif de l'offre",Company - Private,Retail & Wholesale,Vehicle Dealers,-1,junior,0,0,0,0,0,45,65
145,55.0,Pennylane,4.9,Data Analyst (remote),Paris,"Are you looking to have an impact on the daily life of millions of entrepreneurs in France and Europe?
Do you thrive in a trustful, fast-paced environment?
Do you feel like our Engineering principles are aligned with your vision?

Then Pennylane might be the right place for you — and you, might be the perfect fit for this role

Our vision

We aim to become the most beloved financial Operating System of European SMEs.
We help business owners get rid of the time consuming hassle of handling accounting and finance, while giving them access to key information that they can use to make better decisions.

Meanwhile, we’re helping accountants. By using Pennylane, rather than doing manual and repetitive tasks, they can spend more time advising and guiding their clients.",Company - Private,Information Technology,Software Development,3,junior,0,0,0,0,0,45,65
146,55.0,Groupe Rocher,3.5,Data Scientist Projets,Issy-les-Moulineaux,"Réf: 107076

Lieu:
FR - Issy-les-Moulineaux, FR

Type de contrat: CDI / Unlimited Term
Marque: Yves Rocher
Equipe: Direction Customer Experience Transformation
Data Scientist Projets

Voulez-vous faire partie d’une entreprise à mission qui reconnecte les femmes & les hommes à la Nature ?

Prêt(e) à découvrir une nouvelle opportunité au sein du Groupe Rocher ?

Rejoignez la marque Yves Rocher ! De la plante à la peau, nous maîtrisons l’ensemble du cycle de vie de nos produits. Devenir salarié Yves Rocher, c’est faire partie d’un réseau de personnes passionnées et positives, engagées dans la protection de la biodiversité tout en servant avec excellence tous nos consommateurs.

Poste basé à Issy-les-Moulineaux - Société LBV

Le monde change, se transforme et Yves Rocher s’inscrit pleinement dans cette évolution. Au sein de l’équipe Data for Business, venez écrire une nouvelle page de son histoire !


Vous voulez être un acteur de la data, vous savez tout ce que la data peut apporter et voulez contribuer à la création d’une nouvelle équipe focussée sur le business, c’est pourquoi :

Vous mettez en œuvre nos référentiels clients et assurez la bonne synchronisation de celui-ci avec tous nos outils (site internet, caisse magasin, back-offices)
Vous utilisez ce référentiel pour améliorer notre connaissance cliente grâce à des études utilisant l’ensemble de nos canaux de vente et de contacts
Vous garantissez la qualité de nos data nous permettant une relation parfaite avec nos clientes
Vous améliorez la qualité de nos données via la mise en place d’outils de déduplication clientes et d’enrichissement de données
Vous travaillez main dans la main avec les Equipes Centrales de la marque en cas de dysfonctionnement des outils data et vérifiez l’adéquation de la solution apportée


Vous avez une bonne connaissance de SQL et Python.
Vous avez une première expérience en Data Science/Data Engineering dans un environnement Big Data
Vous avez une bonne pratique de l’anglais vous permettant d’évoluer dans un contexte international
Vous aimez les responsabilités et voulez être notre référent qualité de la donnée
Vous travaillez avec efficacité avec d’autres services, même non expert, et êtes notre ambassadeur pour améliorer nos process
avec vous, nos problèmes trouvent une solution !

Prêt à faire bouger les lignes avec nous ? N’attendez plus et postulez !

Le Groupe Rocher accueille tous les talents et analyse chaque candidature avec la même attention sans distinction de genre, d’orientation sexuelle, d’âge, de culture, ou de handicap.

Comme pour la Nature, nous sommes convaincus que la diversité est une force pour nos entreprises.

https://groupe-rocher.com/nos-valeurs",Private Practice / Firm,Retail & Wholesale,Beauty & Personal Accessories Stores,64,junior,1,0,0,0,0,45,65
147,55.0,Upfluence,3.9,Data Scientist F/H - CDI - Lyon,Lyon,"Permanent Contract (CDI)
Full-time position - 35 hours/week
Based in Lyon, France - Open to partial remote
Wage depending on experience
About Upfluence
Upfluence empowers its customers to effectively communicate their brand story through innovative tools designed for the creator economy and social commerce. Our platform connects brands and agencies with millions of social media creators, enabling them to execute comprehensive influencer marketing campaigns with ease. Since launching in October 2016, Upfluence has experienced monthly double-digit growth, prompting us to expand our team and offices.",Company - Private,Media & Communication,Advertising & Public Relations,10,junior,0,0,0,0,0,45,65
148,55.0,Insitoo,5.0,Data Analyst (H/F),Lyon,"Basée à Lille, Lyon, Nantes, Grenoble et Bruxelles, Insitoo Freelances est une société du groupe Insitoo, spécialisée dans le placement et le sourcing des Freelances IT et Métier. Depuis 2007, Insitoo Freelances a su s’imposer comme une référence en matière de freelancing par son expertise dans l’IT et ses valeurs de transparence et de proximité. Actuellement, afin de répondre aux besoins de nos clients, nous recherchons un Data Analyst (H/F) à Lyon, Auvergne-Rhône-Alpes, France.
Fonctionnement : 50% télétravail + 50% sur site chaque semaine
Les missions attendues par le Data Analyst (H/F) sont :
Description du profil :",Company - Private,Human Resources & Staffing,Staffing & Subcontracting,16,junior,0,0,0,0,0,45,65
149,55.0,GRDF,4.3,Data Analyst (h/f),Douai,"Identifiant de la demande: 7218
Ville: Douai
Département/Région: 59
Pays: Fr
Vous souhaitez mettre vos compétences au service d’un acteur majeur de la transition énergétique, expert et distributeur du gaz naturel ? Alors rejoignez-nous et

Devenez DATA ANALYST (h/f)
Douai (59)
Votre rôle en quelques mots !",Unknown,"Energy, Mining & Utilities",Energy & Utilities,16,junior,0,0,0,0,0,45,65
150,55.0,Numberly,4.1,Data Analyst Programmatic,Paris,"Company Description

Numberly, Marketing Technologist, puts data at the service of customer relations. The group enables companies to understand the needs of their prospects and customers as well as interact with each other in an efficient and relevant way.
With expertise in omnichannel orchestration, programmatic activation and conversational platforms, its experts develop and implement high-impact experiments.
With teams in Paris, London, Amsterdam, Dubai, Montreal and New York, Numberly operates in more than 50 countries: the international group has been expanding for almost 20 years. More than 500 employees contribute every day to quality customer satisfaction and execution, remaining curious, agile and innovative, a state of mind that drives Numberly.",Company - Public,Media & Communication,Advertising & Public Relations,23,junior,0,0,0,0,0,45,65
151,55.0,Numberly,4.1,Marketing Data Analyst,Paris,"Description de l'entreprise

Numberly est reconnu comme l’un des meilleurs spécialistes mondiaux du Data Marketing avec près de 500 collaborateurs et 8 bureaux dans le monde au service de plus de 500 clients de premier plan (L'Oréal, Ipsen, Groupe Seb, Moleskine, Ouigo, Maje, HSBC…). En mettant la technologie au service des marques et des consommateurs, Numberly est au cœur de la croissance des entreprises et de l’aspiration de chacun à un marketing plus responsable et plus pertinent. Numberly s’appuie sur les avancées les plus récentes en matière de traitement, d’analyse et d’activation media des données dans un contexte vertueux alliant compétitivité des entreprises et respect renforcé de la vie privée et de la protection des données.

Description du poste

Vous recherchez des projets stimulants dans un environnement bienveillant tout en participant à la croissance d’un groupe expert du marketing digital ? Vous avez envie d’accompagner des clients dans la réflexion de leurs stratégies digitales puis leurs déploiements sur les différents canaux et plateformes d’activation ? Rejoignez la team Numberly !",Company - Public,Media & Communication,Advertising & Public Relations,23,junior,0,0,0,0,0,45,65
152,55.0,SumUp,3.6,Product Data Analyst,Paris,"SumUp is a digital ecosystem dedicated to local entrepreneurs. Our range of solutions answers all our merchants' challenges; from reservations, through click and collect, deliveries and digital payment, to the management of their business thanks to intuitive and comprehensive financial analytics.
In SumUp POS, we are creating the world's most complete Point of Sale, for all merchants in all businesses. We take care of the details so that merchants can focus on what they do best. We help merchants better connect to their business, to their customers and to each other.
SumUp POS offers more than a cash register, it offers an innovative ecosystem where our POS Tribe of over 400 people in Paris, Milan, Barcelona, Germany and the UK are working hard to go as far as possible and become the European leader in our market.",Company - Private,Financial Services,Financial Transaction Processing,11,junior,0,0,0,0,0,45,65
153,55.0,Clarins,3.6,CDD – CRM Data Analyst,Neuilly-sur-Seine,"CDD - CRM Data Analyst

A global leading skincare and make-up company, Clarins group is the embodiment of a committed family history, with a fierce passion for innovation and spirit of independence. Its raison d’être is ""making life more beautiful, passing on a more beautiful planet"".

Operating in more than 150 countries, we are now the number one skincare company in Europe and are accelerating our development on all other continents, particularly in Asia and the Americas.

Because our 8,000 talents are unique, we are committed to promoting diversity in all its forms.

Do you want to help write the next chapter of our story? We are looking for a CRM Data Analyst based in Paris.

The role:",Company - Private,Manufacturing,Consumer Product Manufacturing,69,junior,0,0,0,0,0,45,65
154,55.0,EssenceMediacom,3.7,Data Analyst,Paris,"Description

Rattaché au département Business Science, sous la responsabilité du directeur Performance Analytics, et en contact direct avec les équipes commerciales le Data Analyst contribue à la mesure de l’efficacité digitale des dispositifs de communication mis en place par nos annonceurs.

Le Data Analyst aura pour mission :

D’extraire les données des plateformes digitales
De mettre en forme les données sous forme de Dashboard pour les rendre facilement compréhensibles et exploitables.



GroupM s'engage pour la diversité. Tous nos postes sont ouverts aux travailleurs en situation de handicap.",Company - Private,Media & Communication,Advertising & Public Relations,37,junior,0,0,0,0,0,45,65
155,55.0,Rubix,3.3,Data Analyst - Lyon,Lyon,"PRÉSENTATION DE L'ENTREPRISE
Rubix est leader européen de la distribution de produits et de solutions aux industriels.

Notre mission : faciliter l'industrie à nos clients en les accompagnant dans l'amélioration de leur performance économique, opérationnelle et environnementale. Pour cela, nous écoutons et analysons les besoins de chacun d'eux afin de proposer des produits et services adaptés, à forte valeur ajoutée, leur permettant de se concentrer pleinement sur leur coeur de métier.

Rubix en France, c'est la puissance d'un ancrage territorial et d'une expertise technique toujours plus innovante et performante, grâce à ses 200 agences et au savoir-faire de ses 2800 collaborateurs. La force de ce réseau, nous a permis de réaliser en 2021 un chiffre d'affaires de plus de 835 millions d'euros.

En rejoignant Rubix, vous intégrez un leader en forte croissance, qui propose de très belles perspectives aux talents entrepreneurs grâce à ses performances, son énergie, son dynamisme, et à sa culture à la fois exigeante et bienveillante.",Company - Private,-1,-1,-1,junior,0,0,0,0,0,45,65
156,55.0,Framatome,3.9,Ingénieur R&D en matériaux - Data Science/Expérimentation F/H,Montbard,"Informations générales
Entité légale
Framatome est un leader international de l'énergie nucléaire, reconnue pour ses solutions innovantes et digitales, ses technologies à forte valeur ajoutée à destination du parc nucléaire mondial. Forte d'une expertise mondiale et de solides références en termes de fiabilité et de performances, l'entreprise conçoit, entretient et installe des composants et des combustibles ainsi que des systèmes de contrôle-commande pour les centrales nucléaires. Ses quelque 15 000 collaborateurs permettent chaque jour aux clients de Framatome de fournir un mix énergétique bas-carbone toujours plus propre, plus sûr et plus économique. Visitez-nous sur www.framatome.com et suivez-nous sur Twitter et LinkedIn.

Framatome est détenu par le Groupe EDF (75,5 %), Mitsubishi Heavy Industries (MHI – 19,5 %) et Assystem (5 %).",Company - Private,-1,-1,-1,junior,0,0,0,0,0,45,65
157,55.0,EY,3.9,Consultant(e) / Manager - Data Analytics & Automatisation - FAAS - Lille - H/F,Lille,"EY est au cœur de la transformation et de la digitalisation de l’économie.

Les équipes Financial Accounting and Advisory Services (FAAS) d’EY accompagnent les directions financières pour répondre aux grands enjeux de la fonction finance : mesurer l’efficacité et la création de valeur des entreprises, accompagner dans la transformation digitale, être acteur de la stratégie de l’entreprise, participer à la politique d’investissement et de financement mais aussi optimiser les processus et améliorer le contrôle de la fonction finance.

EY propose un large éventail de services en matière de transformation de la fonction finance, de pilotage de la performance, de reporting consolidé, d’excellence comptable, de trésorerie, d’optimisation des processus financiers et de contrôle interne, et d’assistance comptable pour les transactions (acquisition, carve out, introduction en bourses, refinancement…)",Unknown,-1,-1,-1,junior,0,0,0,0,0,45,65
158,55.0,APRIL,3.7,Data Scientist,Lyon,"Véritable industrie de la donnée, rejoignez le monde de l’assurance et mettez votre expertise au service de la valorisation de notre patrimoine informationnel !

Votre objectif : éclairer et objectiver les prises de décisions des différentes parties prenantes de l'entreprise.

Et si être « Data Scientist » chez APRIL vous permettait …- de choisir un métier dont vous pourrez être fier : «accompagner et protéger à chaque moment qui compte, simplement» telle est la mission et la raison d’être partagée par l’ensemble de nos collaborateurs,
de développer votre expertise dans un environnement en pleine transformation, au carrefour de l’innovation et de l’expérience client : notre ambition à horizon 2023, être un acteur digital, omnicanal et agile, champion de l'expérience client,
de vous engager au sein d'une entreprise engagée : nous rejoindre, c’est faire partie d’un Groupe responsable qui agit en entreprise citoyenne en étant mobilisé autour de 4 axes (santé, aidants, éducation et environnement) avec un impact sociétal positif et réel.
Nous nous engageons à promouvoir des emplois respectant la diversité et la différence, ouverts à chacun.


Gestion des données et support à la décision

Veille et développement de l'activité

Cette opportunité est à pourvoir dans le cadre d'une création de poste

Directement rattaché.e à Nicolas , Directeur de la distribution directe, vous rejoindrez l'équipe DIAG (Data Innovation & Analytics group) basée à Lyon.

Dès votre arrivée, vous bénéficierez d'un parcours d'intégration pour favoriser votre prise de poste.

Vous disposez au minimum d'un Bac +3en statistique et traitement de l'information ou Datamining ou économétrie ou informatique décisionnelle.



Cette opportunité est faite pour vous ? N'attendez plus pour postuler en nous adressant votre CV accompagné de quelques lignes sur votre projet professionnel et ce qui pourrait vous épanouir aujourd'hui. Ce sera la première étape de notre processus de recrutement.

Si vous n’êtes pas sûr(e) que cette offre soit LA bonne, d’autres postes sont à pourvoir, alors n’hésitez pas à consulter notre site carrière et/ou notre page Linkedin !",Company - Public,Insurance,Insurance Carriers,25,junior,0,0,0,0,0,45,65
159,55.0,Generali France,3.6,DATA SCIENTIST,Saint-Denis,"Date: 26 avr. 2023
Lieu de travail: ST DENIS, FR, 93200
Entreprise: GENERALI VIE
DATA SCIENTIST - H/F
Référence : 8953
CDI DUREE INDETERMINEE
Generali",Company - Public,Insurance,Insurance Carriers,192,junior,0,0,0,0,0,45,65
160,55.0,Shift Technology,4.1,Graduate Data Scientist,Paris,"Did you know that about 10% of all insurance payouts are flowing directly into the pockets of fraudsters? The future of insurance starts with Decisions Made Better.
Shift Technology harnesses the power of AI to enable the world's leading insurance organizations to make better decisions. Our products automate and optimize decisions from underwriting to claims, resulting in increased operational efficiency, reduced costs, and superior customer experiences for millions of people around the globe.
Our culture is built on innovation, trust, and a drive to transform the insurance industry by imagining and innovating solutions that impact insurers and their customers - like you! We come from more than 40 different countries and cultures and together we are creating the future of insurance.
The Data Science team works on a broad range of subjects. We actively participate in the definition and development of our suite of products on fraud detection, anti-money laundering and claim automation. We have a lot of technical and professional experience in data science, data engineering, coding, business understanding and client interactions. Additionally, we also work on various data types such as structured data, free text, documents and images.",Company - Private,Information Technology,Enterprise Software & Network Solutions,9,junior,0,0,0,0,0,45,65
161,55.0,Mirakl - French,4.1,Data Analyst,Paris,"Le secteur des marketplaces croît deux fois plus rapidement que l'ensemble du eCommerce. La mission de Mirakl est simple : nous aidons plus de 350+ clients à saisir cette opportunité en leur apportant la première solution SaaS de marketplace, une expertise inégalée et un écosystème de vendeurs et de partenaires pour accélérer le lancement et la croissance de leur marketplace.

Notre dernière levée de fonds de 555 millions de dollars en série E valorise Mirakl à plus de 3,5 milliards de dollars et nous place parmi les acteurs les plus dynamiques de l'eCommerce au niveau mondial.
Your impact:
The Business Intelligence team is the owner of customer data and insights at Mirakl, and acts as the main point of contact for anyone who needs insights about our customers, our products and the business as a whole.",Company - Private,Information Technology,Enterprise Software & Network Solutions,12,junior,0,0,0,0,0,45,65
162,55.0,CARSO-LSEHL,2.7,DATA ANALYST POWER BI,Vénissieux,"Le Groupe CARSO est un des leaders européens dans le domaine des prestations analytiques environnementales, agroalimentaire et santé.
Avec près de 3000 collaborateurs, nous avons l’ambition d’étendre notre réseau européen et de développer très fortement nos activités dans nos 6 divisions : agroalimentaire, santé & environnement, pharmaceutique & cosmétiques, hygiène industrielle & santé du bâtiment, énergie & mines et expertise judiciaire.
Cette ambition s’appuiera sur une croissance interne forte complétée par des opérations de croissance externes au niveau européen.
L’ADN du groupe CARSO, c’est avant tout ses équipes et leur expertise nous permettant d’obtenir de nombreux agréments et accréditations assurant la qualité de nos analyses.",Company - Private,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,-1,junior,0,0,0,0,0,45,65
163,55.0,Cafeyn,4.5,Data Product Analyst,Paris,"We - Cafeyn Group
With more than 15 years of existence, Cafeyn Group is a multi-brand company composed of Cafeyn, Blendle, miLibris and Kidjo. Based in France, The Netherlands, UK, Canada and Morocco and almost 200 employees, we propose an innovative media experience through different products.
We want to achieve strong business performance across the Cafeyn Group through organic growth, diversified revenue streams and sustainable profitability. New opportunities are continuously sought by investment both within and outside of the business.
We deliver high-value, high-focus and forward-thinking, premium infotainment (information & entertainment content) services to our partners and customers, with personalised and relevant content to entertain and educate our audience, broadening their perspective and making them more knowledgeable.",Company - Private,Media & Communication,Broadcast Media,16,junior,0,0,0,0,0,45,65
164,55.0,Upfluence,3.9,Data Scientist F/H - CDI - Lyon,Lyon,"Permanent Contract (CDI)
Full-time position - 35 hours/week
Based in Lyon, France - Open to partial remote
Wage depending on experience
About Upfluence
Upfluence empowers its customers to effectively communicate their brand story through innovative tools designed for the creator economy and social commerce. Our platform connects brands and agencies with millions of social media creators, enabling them to execute comprehensive influencer marketing campaigns with ease. Since launching in October 2016, Upfluence has experienced monthly double-digit growth, prompting us to expand our team and offices.",Company - Private,Media & Communication,Advertising & Public Relations,10,junior,0,0,0,0,0,45,65
165,55.0,Insitoo,5.0,Data Scientist Sénior (H/F),Lyon,"Basée à Lille, Lyon, Nantes, Grenoble et Bruxelles, Insitoo Freelances est une société du groupe Insitoo, spécialisée dans le placement et le sourcing des Freelances IT et Métier. Depuis 2007, Insitoo Freelances a su s’imposer comme une référence en matière de freelancing par son expertise dans l’IT et ses valeurs de transparence et de proximité. Actuellement, afin de répondre aux besoins de nos clients, nous recherchons un Data Scientist Sénior (H/F) à Lyon, Auvergne-Rhône-Alpes, France.
Fonctionnement : Sur site à Lyon 50% + Télétravail 50%
Les missions attendues par le Data Scientist Sénior (H/F) sont :
Activité principale :",Company - Private,Human Resources & Staffing,Staffing & Subcontracting,16,junior,0,0,0,0,0,45,65
166,55.0,EY,3.9,Consultant Data Analyst Débutant F/H - Septembre 2022,Paris,"L’équipe Digital Hub est en charge de l’ensemble des projets digitaux pour les métiers de l’audit et du conseil financier. En position transversale, les domaines d’intervention de l’équipe sont très larges (industrie, secteur public, énergie, et retail, etc.) et le Digital Hub constitue le point d’entrée unique pour l'ensemble pour accompagner sur le terrains nos clients sur les thématiques de Transformation Digitale.
Notre objectif est également, par un effort permanent de formation et de qualification, d’être à la pointe de la technologie afin d’anticiper l’évolution du marché et les conséquences sur l’organisation de nos clients, leurs besoins et les éventuelles conséquences sur nos différents métiers. Localisée au sein du Lab EY à La Défense, espace de 600m² dédié à l’innovation autour du digital, de la data et du Cyber, l’équipe du Digital Hub fait partie de l’écosystème innovation en collaboration étroite avec les autres métiers du Conseil, du Juridique et de la transaction.
Vous serez intégré au sein d’une équipe de 20 personnes, gérée en mode start-up, dédiée à la mise en place de la transformation digitale des missions d’audit et de conseil financier.",Unknown,-1,-1,-1,junior,0,0,0,0,0,45,65
167,55.0,CGI FINANCE,3.5,Product Data Analyst Senior,Lille,"Au sein de la Direction Data Intelligence, nous recherchons actuellement un(e) Product Data Analyst senior.
Ce poste clé aura pour mission de nourrir la stratégie de développement de CGI Finance grâce à une démarche Data Centric en assurant les missions suivantes :
Comprendre les enjeux business des principaux métiers de CGI Finance (Financement automobile B2B2C et Digital, Financement Bateau, Rachat de crédit, Recouvrement, risque de crédit)
Participer à l’écriture des User Story et fonctionnalités attendues sur la road Map Data
Définir les KPIs et métriques à suivre pour chaque fonctionnalités
Rechercher et analyser les données nécessaires dans le SI en collaboration avec les sachants métiers/ Data afin de constituer les Data Pool / Data Mart nécessaires
Réaliser les spécifications éventuelles pour faire évoluer le SI afin de collecter/calculer les données nécessaires",Company - Private,Financial Services,Banking & Lending,72,Senior,0,0,0,0,0,45,65
168,55.0,Moët Hennessy Wines & Spirits,3.8,Business Data Analyst,Paris,"Position
Your Mission is to support the Commercial Excellence Transformation journey of Moët Hennessy initiated in 2022, by providing business data and insights to the Revenue Growth Management and Merchandizing team.
As a member of the Commercial Excellence Team with a dual reporting line to both the RGM and Merchandizing Directors you will have a very transversal role, working with Maisons and Markets to define the best differentiated approach pursuing margin and growth instead of simply meeting customer demands.
In this exciting role you will:
Conduct data analysis, set objectives and develop tools related to a mix of RGM/Merchandizing levers like consumer pricing, customer pricing, promotions, trade terms, assortment mix etc.",Subsidiary or Business Segment,Manufacturing,Food & Beverage Manufacturing,258,junior,0,0,0,0,0,45,65
169,55.0,Nielsen,3.8,Sports Media Data Analyst,Bezons,"At Nielsen, we believe that career growth is a partnership. You ultimately own, fuel and set the journey. By joining our team of nearly 14,000 associates, you will become part of a community that will help you to succeed. We champion you because when you succeed, we do too. Embark on a new initiative, explore a fresh approach, and take license to think big, so we can all continuously improve. We enable your best to power our future.

Overview
Nielsen Sports is a trusted adviser and partner in sports and entertainment intelligence, helping our clients worldwide to maximize their commercial success. With our expansive suite of products and services, Nielsen Sports is uniquely positioned to provide insights and intelligence which help drive more effective decision making for clients.

We are recruiting for a talented Analyst to join our dynamic Data Analytics team based in our Paris office, working for our France & Benelux cluster. This is an exciting opportunity to work with some of the biggest brands and right holders in the Sport and Sponsorship industry.",Company - Public,Information Technology,Enterprise Software & Network Solutions,100,junior,0,0,0,0,0,45,65
170,55.0,Akkodis,3.5,Ingénieur Data Scientist Junior H/F,Paris,"Dans le cadre du développement des activités digitales, notamment en lien avec la data, notre centre de compétences est à la recherche d’un(e) Data Scientist (H/F).
Vos missions
Vous serez amené(e) à travailler sur plusieurs projets et dans différents environnements techniques qui sont :
L’implémentation d’un outil de calcul automatique
La réalisation d’études statistiques
La prédiction de valeur en deep learning ou en machine learning
Du data mining",Subsidiary or Business Segment,Human Resources & Staffing,HR Consulting,29,junior,0,0,0,0,0,45,65
171,55.0,Thales,4.0,Ingénieur Data Analyst F/H,Lille,"QUI SOMMES-NOUS ?
Thales propose des systèmes d’information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d’importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d’information critiques et cybersécurité, répondent aux besoins de marchés où l’utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.
Le site de Lambersart est largement dédié aux activités de Soutien & Services Clients Opérations. Il abrite également les activités d’ingénierie et intégration des réseaux stratégiques, et de développement logiciel. Il développe et maintient des solutions de réseaux stratégiques, et réalise les activités de soutien et de service client pour l’ensemble des solutions livrées de systèmes d’information et de communications sécurisées.














Le poste pouvant nécessiter d'accéder à des informations relevant du secret de la défense nationale, la personne retenue fera l'objet d'une procédure d’habilitation, conformément aux dispositions des articles R.2311-1 et suivants du Code de la défense et de l’IGI 1300 SGDSN/PSE du 09 août 2021.
Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",Company - Public,Aerospace & Defense,Aerospace & Defense,23,junior,0,0,0,0,0,45,65
172,55.0,Schneider Electric,4.2,Supply Chain Data Analytics Leader,Grenoble,"Job Description:
Your environment :
Our Global Supply Chain organization in Europe (ranked #1 by Gartner) is focused on delivering best-in-class customer experience all over the continent. We do that through our ""safety first"" culture, top quality products, and engaged workforce in more than 50 plants and distribution centers across Europe.

The Planning department is in charge of the monthly planning process, delivery & cash performance achievement and overall supply chain planning processes improvement.

Part of the GSC Europe Supply Chain Planning Performance team (10 people located in Grenoble, Spain and Hungary), you will report to Pierre-Yves, the Supply Chain Planning Performance and Data Analytics Director.

Your role:
You are responsible to ensure the availability and reliability of our central supply chain data & metrics by conducting the relevant analysis and database management.

Qualifications:



About Our Company:",Company - Public,"Energy, Mining & Utilities",Energy & Utilities,187,junior,0,0,0,0,0,45,65
